invoice_details_id,gross_margin_percentage,gross_income,cogs,unit_price,tax_5%,rating,invoice_id,product_line
321,4.761904762,1.971,39.42,39.42,1.971,8.4,622-20-1945,Health and beauty
322,4.761904762,4.578,91.56,15.26,4.578,9.8,372-94-8041,Health and beauty
323,4.761904762,15.4425,308.85,61.77,15.4425,6.7,563-91-7120,Fashion accessories
324,4.761904762,6.456,129.12,21.52,6.456,9.4,746-54-5508,Home and lifestyle
325,4.761904762,19.548,390.96,97.74,19.548,6.4,276-54-0879,Sports and travel
326,4.761904762,24.945,498.9,99.78,24.945,5.4,815-11-1168,Food and beverages
327,4.761904762,18.852,377.04,94.26,18.852,8.6,719-76-3868,Food and beverages
328,4.761904762,10.226,204.52,51.13,10.226,4.0,730-61-8757,Health and beauty
329,4.761904762,7.272,145.44,36.36,7.272,7.6,340-66-0321,Electronic accessories
330,4.761904762,9.909,198.18,22.02,9.909,6.8,868-81-1752,Home and lifestyle
331,4.761904762,4.935,98.7,32.9,4.935,9.1,634-97-8956,Food and beverages
332,4.761904762,19.255,385.1,77.02,19.255,5.5,566-71-1091,Fashion accessories
333,4.761904762,2.348,46.96,23.48,2.348,7.9,442-48-3607,Food and beverages
334,4.761904762,3.675,73.5,14.7,3.675,8.5,835-16-0096,Sports and travel
335,4.761904762,7.1125,142.25,28.45,7.1125,9.1,527-09-6272,Electronic accessories
336,4.761904762,34.38,687.6,76.4,34.38,7.5,898-04-2717,Fashion accessories
337,4.761904762,17.385,347.7,57.95,17.385,5.2,692-27-8933,Sports and travel
338,4.761904762,7.1475,142.95,47.65,7.1475,9.5,633-09-3463,Electronic accessories
339,4.761904762,19.269,385.38,42.82,19.269,8.9,374-17-3652,Food and beverages
340,4.761904762,7.2135,144.27,48.09,7.2135,7.8,378-07-7001,Electronic accessories
341,4.761904762,19.5895,391.79,55.97,19.5895,8.9,433-75-6987,Health and beauty
342,4.761904762,26.915,538.3,76.9,26.915,7.7,873-95-4984,Health and beauty
343,4.761904762,24.2575,485.15,97.03,24.2575,9.3,416-13-5917,Food and beverages
344,4.761904762,6.6975,133.95,44.65,6.6975,6.2,150-89-8043,Sports and travel
345,4.761904762,35.0685,701.37,77.93,35.0685,7.6,135-84-8019,Fashion accessories
346,4.761904762,3.5975,71.95,71.95,3.5975,7.3,441-94-7118,Electronic accessories
347,4.761904762,35.7,714.0,89.25,35.7,4.7,725-96-3778,Home and lifestyle
348,4.761904762,9.107,182.14,26.02,9.107,5.1,531-80-1784,Electronic accessories
349,4.761904762,6.75,135.0,13.5,6.75,4.8,400-45-1220,Health and beauty
350,4.761904762,49.65,993.0,99.3,49.65,6.6,860-79-0874,Fashion accessories
351,4.761904762,18.0915,361.83,51.69,18.0915,5.5,834-61-8124,Electronic accessories
352,4.761904762,19.1555,383.11,54.73,19.1555,8.5,115-99-4379,Fashion accessories
353,4.761904762,12.15,243.0,27.0,12.15,4.8,565-67-6697,Home and lifestyle
354,4.761904762,1.512,30.24,30.24,1.512,8.4,320-49-6392,Electronic accessories
355,4.761904762,17.828,356.56,89.14,17.828,7.8,889-04-9723,Food and beverages
356,4.761904762,18.775,375.5,37.55,18.775,9.3,632-90-0281,Fashion accessories
357,4.761904762,47.72,954.4,95.44,47.72,5.2,554-42-2417,Sports and travel
358,4.761904762,4.125,82.5,27.5,4.125,6.5,453-63-6187,Electronic accessories
359,4.761904762,3.7485,74.97,74.97,3.7485,5.6,578-80-7669,Sports and travel
360,4.761904762,32.384,647.68,80.96,32.384,7.4,612-36-5536,Food and beverages
361,4.761904762,37.788,755.76,94.47,37.788,9.1,605-72-4132,Food and beverages
362,4.761904762,9.979,199.58,99.79,9.979,8.0,471-41-2823,Food and beverages
363,4.761904762,21.966,439.32,73.22,21.966,7.2,462-67-9126,Home and lifestyle
364,4.761904762,8.248,164.96,41.24,8.248,7.1,272-27-9238,Food and beverages
365,4.761904762,16.336,326.72,81.68,16.336,9.1,834-25-9262,Fashion accessories
366,4.761904762,23.094,461.88,51.32,23.094,5.6,122-61-9553,Electronic accessories
367,4.761904762,13.188,263.76,65.94,13.188,6.0,468-88-0009,Home and lifestyle
368,4.761904762,7.18,143.6,14.36,7.18,5.4,613-59-9758,Sports and travel
369,4.761904762,9.675,193.5,21.5,9.675,7.8,254-31-0042,Electronic accessories
370,4.761904762,9.191,183.82,26.26,9.191,9.9,201-86-2184,Electronic accessories
371,4.761904762,6.096,121.92,60.96,6.096,4.9,261-12-8671,Fashion accessories
372,4.761904762,21.033,420.66,70.11,21.033,5.2,730-70-9830,Home and lifestyle
373,4.761904762,12.624,252.48,42.08,12.624,8.9,382-25-8917,Fashion accessories
374,4.761904762,16.7725,335.45,67.09,16.7725,9.1,422-29-8786,Home and lifestyle
375,4.761904762,24.175,483.5,96.7,24.175,7.0,667-23-5919,Fashion accessories
376,4.761904762,15.921,318.42,35.38,15.921,9.6,843-01-4703,Home and lifestyle
377,4.761904762,33.4215,668.43,95.49,33.4215,8.7,743-88-1662,Sports and travel
378,4.761904762,19.396,387.92,96.98,19.396,9.4,595-86-2894,Fashion accessories
379,4.761904762,4.73,94.6,23.65,4.73,4.0,182-69-8360,Electronic accessories
380,4.761904762,16.466,329.32,82.33,16.466,7.5,289-15-7034,Sports and travel
381,4.761904762,2.661,53.22,26.61,2.661,4.2,462-78-5240,Electronic accessories
382,4.761904762,24.9225,498.45,99.69,24.9225,9.9,868-52-7573,Food and beverages
383,4.761904762,14.978,299.56,74.89,14.978,4.2,153-58-4872,Food and beverages
384,4.761904762,10.235,204.7,40.94,10.235,9.9,662-72-2873,Food and beverages
385,4.761904762,3.791,75.82,75.82,3.791,5.8,525-88-7307,Sports and travel
386,4.761904762,14.031,280.62,46.77,14.031,6.0,689-16-9784,Food and beverages
387,4.761904762,16.16,323.2,32.32,16.16,10.0,725-56-0833,Health and beauty
388,4.761904762,24.3315,486.63,54.07,24.3315,9.5,394-41-0748,Fashion accessories
389,4.761904762,6.377,127.54,18.22,6.377,6.6,596-42-3999,Food and beverages
390,4.761904762,12.072,241.44,80.48,12.072,8.1,541-89-9860,Fashion accessories
391,4.761904762,18.975,379.5,37.95,18.975,9.7,173-82-9529,Fashion accessories
392,4.761904762,3.841,76.82,76.82,3.841,7.2,563-36-9814,Electronic accessories
393,4.761904762,26.13,522.6,52.26,26.13,6.2,308-47-4913,Sports and travel
394,4.761904762,3.987,79.74,79.74,3.987,7.3,885-17-6250,Health and beauty
395,4.761904762,19.375,387.5,77.5,19.375,4.3,726-27-2396,Health and beauty
396,4.761904762,13.5675,271.35,54.27,13.5675,4.6,316-01-3952,Food and beverages
397,4.761904762,6.1155,122.31,13.59,6.1155,5.8,760-54-1821,Home and lifestyle
398,4.761904762,12.318,246.36,41.06,12.318,8.3,793-10-3222,Health and beauty
399,4.761904762,8.658,173.16,19.24,8.658,8.0,346-12-3257,Electronic accessories
400,4.761904762,11.829,236.58,39.43,11.829,9.4,110-05-6330,Food and beverages
401,4.761904762,9.244,184.88,46.22,9.244,6.2,651-61-0874,Home and lifestyle
402,4.761904762,0.699,13.98,13.98,0.699,9.8,236-86-3015,Home and lifestyle
403,4.761904762,9.9375,198.75,39.75,9.9375,9.6,831-64-0259,Fashion accessories
404,4.761904762,34.2265,684.53,97.79,34.2265,4.9,587-03-7455,Fashion accessories
405,4.761904762,13.452,269.04,67.26,13.452,8.0,882-40-4577,Sports and travel
406,4.761904762,3.4475,68.95,13.79,3.4475,7.8,732-67-5346,Food and beverages
407,4.761904762,13.742,274.84,68.71,13.742,4.1,725-32-9708,Fashion accessories
408,4.761904762,11.306,226.12,56.53,11.306,5.5,256-08-8343,Home and lifestyle
409,4.761904762,5.955,119.1,23.82,5.955,5.4,372-26-1506,Fashion accessories
410,4.761904762,17.105,342.1,34.21,17.105,5.1,244-08-0162,Health and beauty
411,4.761904762,2.187,43.74,21.87,2.187,6.9,569-71-4390,Sports and travel
412,4.761904762,5.2425,104.85,20.97,5.2425,7.8,132-23-6451,Health and beauty
413,4.761904762,3.876,77.52,25.84,3.876,6.6,696-90-2548,Sports and travel
414,4.761904762,20.372,407.44,50.93,20.372,9.2,472-15-9636,Home and lifestyle
415,4.761904762,4.8055,96.11,96.11,4.8055,7.8,268-03-6164,Health and beauty
416,4.761904762,9.076,181.52,45.38,9.076,8.7,750-57-9686,Home and lifestyle
417,4.761904762,4.0755,81.51,81.51,4.0755,9.2,186-09-3669,Health and beauty
418,4.761904762,5.722,114.44,57.22,5.722,8.3,848-07-1692,Health and beauty
419,4.761904762,8.827,176.54,25.22,8.827,8.2,745-71-3520,Electronic accessories
420,4.761904762,5.79,115.8,38.6,5.79,7.5,266-76-6436,Food and beverages
421,4.761904762,12.6075,252.15,84.05,12.6075,9.8,740-22-2500,Electronic accessories
422,4.761904762,48.605,972.1,97.21,48.605,8.7,271-88-8734,Fashion accessories
423,4.761904762,10.168,203.36,25.42,10.168,6.7,301-81-8610,Fashion accessories
424,4.761904762,0.814,16.28,16.28,0.814,5.0,489-64-4354,Fashion accessories
425,4.761904762,18.2745,365.49,40.61,18.2745,7.0,198-84-7132,Fashion accessories
426,4.761904762,18.6095,372.19,53.17,18.6095,8.9,269-10-8440,Health and beauty
427,4.761904762,3.1305,62.61,20.87,3.1305,8.0,650-98-6268,Food and beverages
428,4.761904762,16.8175,336.35,67.27,16.8175,6.9,741-73-3559,Sports and travel
429,4.761904762,45.325,906.5,90.65,45.325,7.3,325-77-6186,Home and lifestyle
430,4.761904762,6.908,138.16,69.08,6.908,6.9,286-75-7818,Fashion accessories
431,4.761904762,4.327,86.54,43.27,4.327,5.7,574-57-9721,Food and beverages
432,4.761904762,7.038,140.76,23.46,7.038,6.4,459-50-7686,Electronic accessories
433,4.761904762,33.439,668.78,95.54,33.439,9.6,616-87-0016,Fashion accessories
434,4.761904762,2.372,47.44,47.44,2.372,6.8,837-55-7229,Fashion accessories
435,4.761904762,44.658,893.16,99.24,44.658,9.0,751-69-0068,Sports and travel
436,4.761904762,16.586,331.72,82.93,16.586,9.6,257-73-1380,Sports and travel
437,4.761904762,10.197,203.94,33.99,10.197,7.7,345-08-4992,Home and lifestyle
438,4.761904762,3.408,68.16,17.04,3.408,7.0,549-96-4200,Food and beverages
439,4.761904762,16.344,326.88,40.86,16.344,6.5,810-60-6344,Electronic accessories
440,4.761904762,4.36,87.2,17.44,4.36,8.1,450-28-2866,Food and beverages
441,4.761904762,35.372,707.44,88.43,35.372,4.3,394-30-3170,Sports and travel
442,4.761904762,40.1445,802.89,89.21,40.1445,6.5,138-17-5109,Home and lifestyle
443,4.761904762,0.639,12.78,12.78,0.639,9.5,192-98-7397,Fashion accessories
444,4.761904762,6.685,133.7,19.1,6.685,9.7,301-11-9629,Sports and travel
445,4.761904762,0.9575,19.15,19.15,0.9575,9.5,390-80-5128,Health and beauty
446,4.761904762,13.83,276.6,27.66,13.83,8.9,235-46-8343,Food and beverages
447,4.761904762,6.861,137.22,45.74,6.861,6.5,453-12-7053,Fashion accessories
448,4.761904762,1.3535,27.07,27.07,1.3535,5.3,296-11-7041,Health and beauty
449,4.761904762,1.956,39.12,39.12,1.956,9.6,449-27-2918,Sports and travel
450,4.761904762,22.413,448.26,74.71,22.413,6.7,891-01-7034,Electronic accessories
451,4.761904762,6.603,132.06,22.01,6.603,7.6,744-09-5786,Electronic accessories
452,4.761904762,15.9025,318.05,63.61,15.9025,4.8,727-17-0390,Food and beverages
453,4.761904762,1.25,25.0,25.0,1.25,5.5,568-88-3448,Health and beauty
454,4.761904762,4.154,83.08,20.77,4.154,4.7,187-83-5490,Electronic accessories
455,4.761904762,7.39,147.8,29.56,7.39,6.9,767-54-1907,Fashion accessories
456,4.761904762,34.83,696.6,77.4,34.83,4.5,710-46-4433,Food and beverages
457,4.761904762,39.695,793.9,79.39,39.695,6.2,533-33-5337,Electronic accessories
458,4.761904762,23.285,465.7,46.57,23.285,7.6,325-90-8763,Electronic accessories
459,4.761904762,1.7945,35.89,35.89,1.7945,7.9,729-46-7422,Food and beverages
460,4.761904762,10.13,202.6,40.52,10.13,4.5,639-76-1242,Food and beverages
461,4.761904762,36.525,730.5,73.05,36.525,8.7,234-03-4040,Food and beverages
462,4.761904762,14.79,295.8,73.95,14.79,6.1,326-71-2155,Sports and travel
463,4.761904762,1.131,22.62,22.62,1.131,6.4,320-32-8842,Food and beverages
464,4.761904762,12.835,256.7,51.34,12.835,9.1,470-32-9057,Food and beverages
465,4.761904762,27.275,545.5,54.55,27.275,7.1,878-30-2331,Sports and travel
466,4.761904762,13.0025,260.05,37.15,13.0025,7.7,440-59-5691,Health and beauty
467,4.761904762,11.106,222.12,37.02,11.106,4.5,554-53-3790,Sports and travel
468,4.761904762,1.079,21.58,21.58,1.079,7.2,746-19-0921,Food and beverages
469,4.761904762,4.942,98.84,98.84,4.942,8.4,233-34-0817,Electronic accessories
470,4.761904762,25.131,502.62,83.77,25.131,5.4,767-05-1286,Home and lifestyle
471,4.761904762,8.01,160.2,40.05,8.01,9.7,340-21-9136,Sports and travel
472,4.761904762,21.565,431.3,43.13,21.565,5.5,405-31-3305,Fashion accessories
473,4.761904762,29.028,580.56,72.57,29.028,4.6,731-59-7531,Health and beauty
474,4.761904762,16.11,322.2,64.44,16.11,6.6,676-39-6028,Electronic accessories
475,4.761904762,9.777,195.54,65.18,9.777,6.3,502-05-1910,Health and beauty
476,4.761904762,8.315,166.3,33.26,8.315,4.2,485-30-8700,Sports and travel
477,4.761904762,16.814,336.28,84.07,16.814,4.4,598-47-9715,Electronic accessories
478,4.761904762,17.185,343.7,34.37,17.185,6.7,701-69-8742,Sports and travel
479,4.761904762,1.93,38.6,38.6,1.93,6.7,575-67-1508,Electronic accessories
480,4.761904762,26.388,527.76,65.97,26.388,8.4,541-08-3113,Food and beverages
481,4.761904762,16.4,328.0,32.8,16.4,6.2,246-11-3901,Electronic accessories
482,4.761904762,9.285,185.7,37.14,9.285,5.0,674-15-9296,Sports and travel
483,4.761904762,30.19,603.8,60.38,30.19,6.0,305-18-3552,Home and lifestyle
484,4.761904762,18.49,369.8,36.98,18.49,7.0,493-65-6248,Sports and travel
485,4.761904762,9.898,197.96,49.49,9.898,6.6,438-01-4015,Sports and travel
486,4.761904762,20.545,410.9,41.09,20.545,7.3,709-58-4068,Fashion accessories
487,4.761904762,7.43,148.6,37.15,7.43,8.3,795-49-7276,Fashion accessories
488,4.761904762,1.148,22.96,22.96,1.148,4.3,556-72-8512,Home and lifestyle
489,4.761904762,34.956,699.12,77.68,34.956,9.8,627-95-3243,Home and lifestyle
490,4.761904762,3.47,69.4,34.7,3.47,8.2,686-41-0932,Fashion accessories
491,4.761904762,9.83,196.6,19.66,9.83,7.2,510-09-5628,Fashion accessories
492,4.761904762,10.128,202.56,25.32,10.128,8.7,608-04-3797,Health and beauty
493,4.761904762,6.06,121.2,12.12,6.06,8.4,148-82-2527,Home and lifestyle
494,4.761904762,9.989,199.78,99.89,9.989,7.1,437-53-3084,Fashion accessories
495,4.761904762,30.368,607.36,75.92,30.368,5.5,632-32-4574,Sports and travel
496,4.761904762,6.322,126.44,63.22,6.322,8.5,556-97-7101,Electronic accessories
497,4.761904762,27.072,541.44,90.24,27.072,6.2,862-59-8517,Food and beverages
498,4.761904762,4.9065,98.13,98.13,4.9065,8.9,401-18-8016,Sports and travel
499,4.761904762,20.608,412.16,51.52,20.608,9.6,420-18-8989,Sports and travel
500,4.761904762,3.6985,73.97,73.97,3.6985,5.4,277-63-2961,Sports and travel
501,4.761904762,1.595,31.9,31.9,1.595,9.1,573-98-8548,Fashion accessories
502,4.761904762,6.94,138.8,69.4,6.94,9.0,620-02-2046,Home and lifestyle
503,4.761904762,9.331,186.62,93.31,9.331,6.3,282-35-2475,Sports and travel
504,4.761904762,4.4225,88.45,88.45,4.4225,9.5,511-54-3087,Sports and travel
505,4.761904762,9.672,193.44,24.18,9.672,9.8,726-29-6793,Electronic accessories
506,4.761904762,7.275,145.5,48.5,7.275,6.7,387-49-4215,Sports and travel
507,4.761904762,25.215,504.3,84.05,25.215,7.7,862-17-9201,Food and beverages
508,4.761904762,15.3225,306.45,61.29,15.3225,7.0,291-21-5991,Health and beauty
509,4.761904762,4.785,95.7,15.95,4.785,5.1,602-80-9671,Home and lifestyle
510,4.761904762,31.759,635.18,90.74,31.759,6.2,347-72-6115,Sports and travel
511,4.761904762,10.7275,214.55,42.91,10.7275,6.1,209-61-0206,Home and lifestyle
512,4.761904762,18.998,379.96,54.28,18.998,9.3,595-27-4851,Fashion accessories
513,4.761904762,34.8425,696.85,99.55,34.8425,7.6,189-52-0236,Electronic accessories
514,4.761904762,20.4365,408.73,58.39,20.4365,8.2,503-07-0930,Sports and travel
515,4.761904762,2.5735,51.47,51.47,2.5735,8.5,413-20-6708,Fashion accessories
516,4.761904762,13.715,274.3,54.86,13.715,9.8,425-85-2085,Health and beauty
517,4.761904762,9.8475,196.95,39.39,9.8475,8.7,521-18-7827,Home and lifestyle
518,4.761904762,3.473,69.46,34.73,3.473,9.7,220-28-1851,Home and lifestyle
519,4.761904762,17.98,359.6,71.92,17.98,4.3,600-38-9738,Sports and travel
520,4.761904762,6.8565,137.13,45.71,6.8565,7.7,734-91-1155,Electronic accessories
521,4.761904762,24.951,499.02,83.17,24.951,7.3,451-28-5717,Home and lifestyle
522,4.761904762,11.232,224.64,37.44,11.232,5.9,609-81-8548,Home and lifestyle
523,4.761904762,6.287,125.74,62.87,6.287,5.0,133-14-7229,Health and beauty
524,4.761904762,24.513,490.26,81.71,24.513,8.0,534-01-4457,Food and beverages
525,4.761904762,22.8525,457.05,91.41,22.8525,7.1,719-89-8991,Sports and travel
526,4.761904762,7.842,156.84,39.21,7.842,9.0,286-62-6248,Fashion accessories
527,4.761904762,5.986,119.72,59.86,5.986,6.7,339-38-9982,Fashion accessories
528,4.761904762,27.18,543.6,54.36,27.18,6.1,827-44-5872,Food and beverages
529,4.761904762,44.1405,882.81,98.09,44.1405,9.3,827-77-7633,Sports and travel
530,4.761904762,7.629,152.58,25.43,7.629,7.0,287-83-1405,Health and beauty
531,4.761904762,34.672,693.44,86.68,34.672,7.2,435-13-4908,Fashion accessories
532,4.761904762,11.475,229.5,22.95,11.475,8.2,857-67-9057,Electronic accessories
533,4.761904762,7.3395,146.79,16.31,7.3395,8.4,236-27-1144,Food and beverages
534,4.761904762,7.08,141.6,28.32,7.08,6.2,892-05-6689,Home and lifestyle
535,4.761904762,5.8345,116.69,16.67,5.8345,7.4,583-41-4548,Home and lifestyle
536,4.761904762,3.698,73.96,73.96,3.698,5.0,339-12-4827,Fashion accessories
537,4.761904762,4.897,97.94,97.94,4.897,6.9,643-38-7867,Home and lifestyle
538,4.761904762,14.61,292.2,73.05,14.61,4.9,308-81-0538,Fashion accessories
539,4.761904762,26.244,524.88,87.48,26.244,5.1,358-88-9262,Food and beverages
540,4.761904762,4.602,92.04,30.68,4.602,9.1,460-35-4390,Home and lifestyle
541,4.761904762,3.794,75.88,75.88,3.794,7.1,343-87-0864,Health and beauty
542,4.761904762,4.036,80.72,20.18,4.036,5.0,173-50-1108,Sports and travel
543,4.761904762,5.631,112.62,18.77,5.631,5.5,243-47-2663,Electronic accessories
544,4.761904762,3.56,71.2,71.2,3.56,9.2,841-18-8232,Food and beverages
545,4.761904762,7.762,155.24,38.81,7.762,4.9,701-23-5550,Home and lifestyle
546,4.761904762,14.71,294.2,29.42,14.71,8.9,647-50-1224,Fashion accessories
547,4.761904762,27.4275,548.55,60.95,27.4275,6.0,541-48-8554,Sports and travel
548,4.761904762,12.885,257.7,51.54,12.885,4.2,539-21-7227,Sports and travel
549,4.761904762,19.818,396.36,66.06,19.818,7.3,213-32-1216,Electronic accessories
550,4.761904762,8.5905,171.81,57.27,8.5905,6.5,747-58-7183,Fashion accessories
551,4.761904762,24.4395,488.79,54.31,24.4395,8.9,582-52-8065,Fashion accessories
552,4.761904762,26.208,524.16,58.24,26.208,9.7,210-57-1719,Health and beauty
553,4.761904762,6.663,133.26,22.21,6.663,8.6,399-69-4630,Electronic accessories
554,4.761904762,6.762,135.24,19.32,6.762,6.9,134-75-2619,Electronic accessories
555,4.761904762,5.622,112.44,37.48,5.622,7.7,356-44-8813,Home and lifestyle
556,4.761904762,7.204,144.08,72.04,7.204,9.5,198-66-9832,Fashion accessories
557,4.761904762,49.26,985.2,98.52,49.26,4.5,283-26-5248,Food and beverages
558,4.761904762,12.498,249.96,41.66,12.498,5.6,712-39-0363,Food and beverages
559,4.761904762,10.863,217.26,72.42,10.863,8.2,218-59-9410,Home and lifestyle
560,4.761904762,9.711,194.22,21.58,9.711,7.3,174-75-0888,Electronic accessories
561,4.761904762,44.6,892.0,89.2,44.6,4.4,866-99-7614,Food and beverages
562,4.761904762,16.968,339.36,42.42,16.968,5.7,134-54-4720,Electronic accessories
563,4.761904762,22.353,447.06,74.51,22.353,5.0,760-90-2357,Electronic accessories
564,4.761904762,9.925,198.5,99.25,9.925,9.0,514-37-2845,Fashion accessories
565,4.761904762,40.605,812.1,81.21,40.605,6.3,698-98-5964,Food and beverages
566,4.761904762,24.665,493.3,49.33,24.665,9.4,718-57-9773,Sports and travel
567,4.761904762,29.583,591.66,65.74,29.583,7.7,651-88-7328,Fashion accessories
568,4.761904762,27.951,559.02,79.86,27.951,5.5,241-11-2261,Fashion accessories
569,4.761904762,25.893,517.86,73.98,25.893,4.1,408-26-9866,Sports and travel
570,4.761904762,20.51,410.2,82.04,20.51,7.6,834-83-1826,Home and lifestyle
571,4.761904762,13.335,266.7,26.67,13.335,8.6,343-61-3544,Sports and travel
572,4.761904762,3.5455,70.91,10.13,3.5455,8.3,239-48-4278,Food and beverages
573,4.761904762,7.239,144.78,72.39,7.239,8.1,355-34-6244,Food and beverages
574,4.761904762,21.4775,429.55,85.91,21.4775,8.6,550-84-8664,Sports and travel
575,4.761904762,28.4585,569.17,81.31,28.4585,6.3,339-96-8318,Fashion accessories
576,4.761904762,12.06,241.2,60.3,12.06,5.8,458-61-0011,Food and beverages
577,4.761904762,6.354,127.08,31.77,6.354,6.2,592-34-6155,Food and beverages
578,4.761904762,12.854,257.08,64.27,12.854,7.7,797-88-0493,Health and beauty
579,4.761904762,6.951,139.02,69.51,6.951,8.1,207-73-1363,Health and beauty
580,4.761904762,4.083,81.66,27.22,4.083,7.3,390-31-6381,Food and beverages
581,4.761904762,15.536,310.72,77.68,15.536,8.4,443-82-0585,Health and beauty
582,4.761904762,9.298,185.96,92.98,9.298,8.0,339-18-7061,Fashion accessories
583,4.761904762,3.616,72.32,18.08,3.616,9.5,359-90-3665,Fashion accessories
584,4.761904762,9.459,189.18,63.06,9.459,7.0,375-72-3056,Sports and travel
585,4.761904762,10.342,206.84,51.71,10.342,9.8,127-47-6963,Health and beauty
586,4.761904762,7.851,157.02,52.34,7.851,9.2,278-86-2735,Food and beverages
587,4.761904762,10.765,215.3,43.06,10.765,7.7,695-28-6250,Sports and travel
588,4.761904762,29.805,596.1,59.61,29.805,5.3,379-17-6588,Fashion accessories
589,4.761904762,3.655,73.1,14.62,3.655,4.4,227-50-3718,Health and beauty
590,4.761904762,13.959,279.18,46.53,13.959,4.3,302-15-2162,Health and beauty
591,4.761904762,8.484,169.68,24.24,8.484,9.4,788-07-8452,Home and lifestyle
592,4.761904762,2.279,45.58,45.58,2.279,9.8,560-49-6611,Sports and travel
593,4.761904762,11.28,225.6,75.2,11.28,4.8,880-35-0356,Sports and travel
594,4.761904762,14.52,290.4,96.8,14.52,5.3,585-11-6748,Sports and travel
595,4.761904762,2.223,44.46,14.82,2.223,8.7,470-31-3286,Health and beauty
596,4.761904762,7.83,156.6,52.2,7.83,9.5,152-68-2907,Food and beverages
597,4.761904762,20.997,419.94,46.66,20.997,5.3,123-35-4896,Sports and travel
598,4.761904762,9.2125,184.25,36.85,9.2125,9.2,258-69-7810,Fashion accessories
599,4.761904762,7.032,140.64,70.32,7.032,9.6,334-64-2006,Home and lifestyle
600,4.761904762,4.154,83.08,83.08,4.154,6.4,219-61-4139,Electronic accessories
601,4.761904762,3.2495,64.99,64.99,3.2495,4.5,881-41-7302,Fashion accessories
602,4.761904762,38.78,775.6,77.56,38.78,6.9,373-09-4567,Food and beverages
603,4.761904762,16.353,327.06,54.51,16.353,7.8,642-30-6693,Sports and travel
604,4.761904762,18.1615,363.23,51.89,18.1615,4.5,484-22-8230,Fashion accessories
605,4.761904762,6.35,127.0,31.75,6.35,8.6,830-58-2383,Home and lifestyle
606,4.761904762,18.7775,375.55,53.65,18.7775,5.2,559-98-9873,Fashion accessories
607,4.761904762,9.958,199.16,49.79,9.958,6.4,544-32-5024,Food and beverages
608,4.761904762,1.5305,30.61,30.61,1.5305,5.2,318-12-0304,Fashion accessories
609,4.761904762,5.789,115.78,57.89,5.789,8.9,349-97-8902,Food and beverages
610,4.761904762,1.448,28.96,28.96,1.448,6.2,421-95-9805,Electronic accessories
611,4.761904762,44.5365,890.73,98.97,44.5365,6.7,277-35-5865,Food and beverages
612,4.761904762,13.983,279.66,93.22,13.983,7.2,789-23-8625,Fashion accessories
613,4.761904762,4.0465,80.93,80.93,4.0465,9.0,284-54-4231,Sports and travel
614,4.761904762,33.725,674.5,67.45,33.725,4.2,443-59-0061,Food and beverages
615,4.761904762,17.424,348.48,38.72,17.424,4.2,509-29-3912,Sports and travel
616,4.761904762,21.78,435.6,72.6,21.78,6.9,327-40-9673,Sports and travel
617,4.761904762,21.9775,439.55,87.91,21.9775,4.4,840-19-2096,Electronic accessories
618,4.761904762,29.559,591.18,98.53,29.559,4.0,828-46-6863,Food and beverages
619,4.761904762,13.038,260.76,43.46,13.038,8.5,641-96-3695,Fashion accessories
620,4.761904762,10.752,215.04,71.68,10.752,9.2,420-97-3340,Food and beverages
621,4.761904762,4.5805,91.61,91.61,4.5805,9.8,436-54-4512,Food and beverages
622,4.761904762,33.1065,662.13,94.59,33.1065,4.9,670-79-6321,Home and lifestyle
623,4.761904762,41.625,832.5,83.25,41.625,4.4,852-62-7105,Fashion accessories
624,4.761904762,4.5675,91.35,91.35,4.5675,6.8,598-06-7312,Fashion accessories
625,4.761904762,7.888,157.76,78.88,7.888,9.1,135-13-8269,Food and beverages
626,4.761904762,6.087,121.74,60.87,6.087,8.7,816-57-2053,Sports and travel
627,4.761904762,41.29,825.8,82.58,41.29,5.0,628-90-8624,Health and beauty
628,4.761904762,7.995,159.9,53.3,7.995,7.5,856-66-2701,Home and lifestyle
629,4.761904762,0.6045,12.09,12.09,0.6045,8.2,308-39-1707,Fashion accessories
630,4.761904762,32.095,641.9,64.19,32.095,6.7,149-61-1929,Sports and travel
631,4.761904762,11.7465,234.93,78.31,11.7465,5.4,655-07-2265,Electronic accessories
632,4.761904762,8.377,167.54,83.77,8.377,7.0,589-02-8023,Food and beverages
633,4.761904762,14.955,299.1,99.7,14.955,4.7,420-04-7590,Home and lifestyle
634,4.761904762,11.9865,239.73,79.91,11.9865,5.0,182-88-2763,Food and beverages
635,4.761904762,33.235,664.7,66.47,33.235,5.0,188-55-0967,Health and beauty
636,4.761904762,10.1325,202.65,28.95,10.1325,6.0,610-46-4100,Health and beauty
637,4.761904762,2.31,46.2,46.2,2.31,6.3,318-81-2368,Electronic accessories
638,4.761904762,4.4075,88.15,17.63,4.4075,8.5,364-33-8584,Food and beverages
639,4.761904762,7.863,157.26,52.42,7.863,7.5,665-63-9737,Fashion accessories
640,4.761904762,14.8185,296.37,98.79,14.8185,6.4,695-09-5146,Food and beverages
641,4.761904762,35.42,708.4,88.55,35.42,4.7,155-45-3814,Electronic accessories
642,4.761904762,5.567,111.34,55.67,5.567,6.0,794-32-2436,Electronic accessories
643,4.761904762,29.008,580.16,72.52,29.008,4.0,131-15-8856,Food and beverages
