customer_id,invoice_id,date,time,quantity,total,payment,customer_type,product_line,branch_name,unit_price
287,226-71-3580,1/31/2019,12:02,9,224.4375,Cash,Normal,Sports and travel,C,23.75
288,283-79-9594,1/25/2019,13:30,7,356.5485,Credit card,Normal,Food and beverages,B,48.51
289,430-60-3493,2/3/2019,14:38,7,697.368,Cash,Member,Home and lifestyle,A,94.88
290,139-20-0155,1/24/2019,17:37,10,423.15,Credit card,Member,Electronic accessories,B,40.3
291,558-80-4082,3/14/2019,17:20,7,204.6975,Ewallet,Normal,Electronic accessories,C,27.85
292,278-97-7759,2/18/2019,20:29,1,65.604,Cash,Member,Electronic accessories,A,62.48
293,316-68-6352,1/21/2019,10:00,2,76.356,Cash,Member,Food and beverages,A,36.36
294,585-03-5943,3/13/2019,11:46,10,190.155,Ewallet,Normal,Health and beauty,B,18.11
295,211-05-0490,3/3/2019,13:42,5,272.58,Cash,Member,Electronic accessories,C,51.92
296,727-75-6477,3/29/2019,14:44,4,121.128,Cash,Normal,Electronic accessories,C,28.84
297,744-02-5987,1/10/2019,14:16,6,493.794,Ewallet,Member,Home and lifestyle,A,78.38
298,307-83-9164,1/25/2019,15:54,4,252.042,Cash,Member,Home and lifestyle,A,60.01
299,779-06-0012,1/19/2019,10:21,1,93.0405,Cash,Member,Home and lifestyle,C,88.61
300,446-47-6729,1/2/2019,18:09,2,209.622,Credit card,Normal,Fashion accessories,C,99.82
301,573-10-3877,3/12/2019,16:46,1,40.9605,Credit card,Member,Health and beauty,B,39.01
302,735-06-4124,2/25/2019,15:31,1,51.0405,Cash,Normal,Food and beverages,C,48.61
303,439-54-7422,3/18/2019,17:15,4,214.998,Credit card,Normal,Electronic accessories,A,51.19
304,396-90-2219,2/23/2019,12:29,8,125.664,Cash,Normal,Electronic accessories,B,14.96
305,411-77-0180,3/26/2019,20:14,7,530.67,Ewallet,Member,Electronic accessories,A,72.2
306,286-01-5402,3/30/2019,13:22,7,295.6905,Cash,Normal,Sports and travel,A,40.23
307,803-17-8013,2/17/2019,17:09,8,745.836,Cash,Member,Home and lifestyle,A,88.79
308,512-98-1403,3/21/2019,10:40,3,83.412,Ewallet,Member,Electronic accessories,A,26.48
309,848-42-2560,3/5/2019,17:43,2,172.011,Cash,Normal,Fashion accessories,A,81.91
310,532-59-7201,1/31/2019,14:04,6,503.559,Cash,Member,Sports and travel,B,79.93
311,181-94-6432,2/5/2019,19:05,2,145.593,Ewallet,Member,Fashion accessories,C,69.33
312,870-76-1733,2/1/2019,10:08,5,74.7075,Credit card,Member,Food and beverages,A,14.23
313,423-64-4619,3/7/2019,13:12,9,146.9475,Cash,Member,Health and beauty,A,15.55
314,227-07-4446,2/10/2019,20:51,10,820.365,Cash,Member,Electronic accessories,C,78.13
315,174-36-3675,2/14/2019,17:29,2,208.677,Cash,Member,Food and beverages,C,99.37
316,428-83-5800,2/9/2019,10:25,3,66.402,Cash,Member,Food and beverages,C,21.08
317,603-07-0961,1/10/2019,11:34,5,392.6475,Cash,Member,Electronic accessories,C,74.79
318,704-20-4138,3/11/2019,18:58,7,218.0745,Credit card,Member,Health and beauty,C,29.67
319,787-15-1757,2/18/2019,16:28,4,185.094,Ewallet,Member,Health and beauty,C,44.07
320,649-11-3678,2/26/2019,20:26,9,216.6885,Cash,Normal,Food and beverages,C,22.93
321,622-20-1945,1/18/2019,15:08,1,41.391,Cash,Normal,Health and beauty,C,39.42
322,372-94-8041,2/15/2019,18:03,6,96.138,Ewallet,Normal,Health and beauty,A,15.26
323,563-91-7120,3/8/2019,13:21,5,324.2925,Cash,Normal,Fashion accessories,A,61.77
324,746-54-5508,1/17/2019,12:48,6,135.576,Credit card,Normal,Home and lifestyle,A,21.52
325,276-54-0879,3/12/2019,19:53,4,410.508,Ewallet,Normal,Sports and travel,B,97.74
326,815-11-1168,3/9/2019,19:09,5,523.845,Cash,Member,Food and beverages,A,99.78
327,719-76-3868,3/12/2019,16:30,4,395.892,Cash,Member,Food and beverages,C,94.26
328,730-61-8757,1/25/2019,10:11,4,214.746,Credit card,Member,Health and beauty,B,51.13
329,340-66-0321,3/25/2019,13:07,4,152.712,Cash,Member,Electronic accessories,A,36.36
330,868-81-1752,2/7/2019,18:48,9,208.089,Cash,Normal,Home and lifestyle,B,22.02
331,634-97-8956,2/17/2019,17:27,3,103.635,Credit card,Normal,Food and beverages,A,32.9
332,566-71-1091,2/3/2019,15:59,5,404.355,Cash,Normal,Fashion accessories,A,77.02
333,442-48-3607,3/14/2019,11:21,2,49.308,Credit card,Member,Food and beverages,A,23.48
334,835-16-0096,3/24/2019,13:48,5,77.175,Ewallet,Member,Sports and travel,C,14.7
335,527-09-6272,3/21/2019,10:17,5,149.3625,Credit card,Member,Electronic accessories,A,28.45
336,898-04-2717,3/19/2019,15:49,9,721.98,Ewallet,Normal,Fashion accessories,A,76.4
337,692-27-8933,2/24/2019,13:02,6,365.085,Cash,Normal,Sports and travel,B,57.95
338,633-09-3463,3/28/2019,12:58,3,150.0975,Credit card,Normal,Electronic accessories,C,47.65
339,374-17-3652,2/5/2019,15:26,9,404.649,Credit card,Member,Food and beverages,B,42.82
340,378-07-7001,2/10/2019,18:23,3,151.4835,Credit card,Member,Electronic accessories,B,48.09
341,433-75-6987,3/5/2019,19:06,7,411.3795,Ewallet,Member,Health and beauty,B,55.97
342,873-95-4984,2/15/2019,20:21,7,565.215,Cash,Member,Health and beauty,B,76.9
343,416-13-5917,1/30/2019,16:24,5,509.4075,Ewallet,Normal,Food and beverages,C,97.03
344,150-89-8043,2/14/2019,15:04,3,140.6475,Cash,Normal,Sports and travel,A,44.65
345,135-84-8019,2/27/2019,16:10,9,736.4385,Ewallet,Normal,Fashion accessories,A,77.93
346,441-94-7118,2/4/2019,12:14,1,75.5475,Cash,Member,Electronic accessories,A,71.95
347,725-96-3778,1/20/2019,10:13,8,749.7,Cash,Member,Home and lifestyle,C,89.25
348,531-80-1784,3/28/2019,17:38,7,191.247,Cash,Normal,Electronic accessories,A,26.02
349,400-45-1220,2/27/2019,11:06,10,141.75,Credit card,Normal,Health and beauty,B,13.5
350,860-79-0874,2/15/2019,14:53,10,1042.65,Credit card,Member,Fashion accessories,C,99.3
351,834-61-8124,1/26/2019,18:22,7,379.9215,Cash,Normal,Electronic accessories,A,51.69
352,115-99-4379,3/14/2019,19:02,7,402.2655,Credit card,Member,Fashion accessories,B,54.73
353,565-67-6697,3/2/2019,14:16,9,255.15,Cash,Member,Home and lifestyle,B,27.0
354,320-49-6392,3/4/2019,15:44,1,31.752,Cash,Normal,Electronic accessories,C,30.24
355,889-04-9723,1/7/2019,12:20,4,374.388,Credit card,Member,Food and beverages,B,89.14
356,632-90-0281,3/8/2019,20:01,10,394.275,Credit card,Normal,Fashion accessories,C,37.55
357,554-42-2417,1/9/2019,13:45,10,1002.12,Cash,Normal,Sports and travel,C,95.44
358,453-63-6187,3/1/2019,15:40,3,86.625,Ewallet,Normal,Electronic accessories,B,27.5
359,578-80-7669,3/16/2019,16:58,1,78.7185,Cash,Normal,Sports and travel,B,74.97
360,612-36-5536,2/17/2019,11:12,8,680.064,Credit card,Member,Food and beverages,A,80.96
361,605-72-4132,2/27/2019,15:12,8,793.548,Cash,Normal,Food and beverages,C,94.47
362,471-41-2823,3/7/2019,20:37,2,209.559,Ewallet,Normal,Food and beverages,C,99.79
363,462-67-9126,1/21/2019,17:44,6,461.286,Cash,Normal,Home and lifestyle,A,73.22
364,272-27-9238,2/19/2019,16:23,4,173.208,Cash,Normal,Food and beverages,C,41.24
365,834-25-9262,1/6/2019,12:12,4,343.056,Cash,Normal,Fashion accessories,C,81.68
366,122-61-9553,3/14/2019,19:33,9,484.974,Cash,Normal,Electronic accessories,C,51.32
367,468-88-0009,3/24/2019,10:29,4,276.948,Cash,Member,Home and lifestyle,A,65.94
368,613-59-9758,1/27/2019,14:28,10,150.78,Cash,Normal,Sports and travel,C,14.36
369,254-31-0042,3/6/2019,12:46,9,203.175,Credit card,Member,Electronic accessories,A,21.5
370,201-86-2184,2/2/2019,19:40,7,193.011,Cash,Member,Electronic accessories,B,26.26
371,261-12-8671,1/25/2019,19:39,2,128.016,Credit card,Normal,Fashion accessories,B,60.96
372,730-70-9830,3/14/2019,17:54,6,441.693,Ewallet,Normal,Home and lifestyle,C,70.11
373,382-25-8917,1/29/2019,12:25,6,265.104,Cash,Normal,Fashion accessories,C,42.08
374,422-29-8786,1/3/2019,16:47,5,352.2225,Credit card,Normal,Home and lifestyle,A,67.09
375,667-23-5919,1/14/2019,12:52,5,507.675,Ewallet,Member,Fashion accessories,A,96.7
376,843-01-4703,1/5/2019,19:50,9,334.341,Credit card,Member,Home and lifestyle,B,35.38
377,743-88-1662,2/22/2019,18:17,7,701.8515,Ewallet,Normal,Sports and travel,C,95.49
378,595-86-2894,2/6/2019,17:20,4,407.316,Ewallet,Member,Fashion accessories,C,96.98
379,182-69-8360,1/30/2019,13:32,4,99.33,Credit card,Normal,Electronic accessories,B,23.65
380,289-15-7034,1/11/2019,10:37,4,345.786,Credit card,Member,Sports and travel,A,82.33
381,462-78-5240,3/19/2019,14:35,2,55.881,Cash,Normal,Electronic accessories,C,26.61
382,868-52-7573,1/14/2019,12:09,5,523.3725,Cash,Normal,Food and beverages,B,99.69
383,153-58-4872,3/1/2019,15:32,4,314.538,Ewallet,Member,Food and beverages,C,74.89
384,662-72-2873,1/6/2019,13:58,5,214.935,Ewallet,Normal,Food and beverages,A,40.94
385,525-88-7307,1/31/2019,13:19,1,79.611,Cash,Member,Sports and travel,B,75.82
386,689-16-9784,3/11/2019,13:37,6,294.651,Cash,Normal,Food and beverages,C,46.77
387,725-56-0833,2/20/2019,16:49,10,339.36,Credit card,Normal,Health and beauty,A,32.32
388,394-41-0748,1/27/2019,14:55,9,510.9615,Ewallet,Member,Fashion accessories,C,54.07
389,596-42-3999,3/10/2019,14:04,7,133.917,Credit card,Normal,Food and beverages,B,18.22
390,541-89-9860,2/15/2019,12:31,3,253.512,Cash,Member,Fashion accessories,C,80.48
391,173-82-9529,1/26/2019,14:51,10,398.475,Cash,Normal,Fashion accessories,B,37.95
392,563-36-9814,2/13/2019,18:27,1,80.661,Ewallet,Member,Electronic accessories,A,76.82
393,308-47-4913,3/9/2019,12:45,10,548.73,Credit card,Member,Sports and travel,A,52.26
394,885-17-6250,3/6/2019,10:36,1,83.727,Ewallet,Normal,Health and beauty,A,79.74
395,726-27-2396,1/24/2019,20:36,5,406.875,Ewallet,Normal,Health and beauty,A,77.5
396,316-01-3952,3/13/2019,14:16,5,284.9175,Ewallet,Normal,Food and beverages,A,54.27
397,760-54-1821,3/15/2019,10:26,9,128.4255,Cash,Normal,Home and lifestyle,B,13.59
398,793-10-3222,3/5/2019,13:30,6,258.678,Credit card,Member,Health and beauty,B,41.06
399,346-12-3257,3/4/2019,16:28,9,181.818,Cash,Member,Electronic accessories,B,19.24
400,110-05-6330,3/25/2019,20:18,6,248.409,Credit card,Normal,Food and beverages,C,39.43
401,651-61-0874,3/12/2019,20:04,4,194.124,Credit card,Normal,Home and lifestyle,C,46.22
402,236-86-3015,2/4/2019,13:38,1,14.679,Ewallet,Member,Home and lifestyle,C,13.98
403,831-64-0259,2/22/2019,10:43,5,208.6875,Ewallet,Normal,Fashion accessories,B,39.75
404,587-03-7455,2/16/2019,17:30,7,718.7565,Ewallet,Member,Fashion accessories,C,97.79
405,882-40-4577,1/19/2019,15:28,4,282.492,Credit card,Member,Sports and travel,A,67.26
406,732-67-5346,1/11/2019,19:07,5,72.3975,Credit card,Normal,Food and beverages,A,13.79
407,725-32-9708,1/4/2019,19:01,4,288.582,Cash,Member,Fashion accessories,B,68.71
408,256-08-8343,3/4/2019,19:48,4,237.426,Ewallet,Normal,Home and lifestyle,A,56.53
409,372-26-1506,1/28/2019,19:24,5,125.055,Ewallet,Normal,Fashion accessories,C,23.82
410,244-08-0162,1/2/2019,13:00,10,359.205,Cash,Normal,Health and beauty,B,34.21
411,569-71-4390,1/25/2019,14:29,2,45.927,Ewallet,Normal,Sports and travel,B,21.87
412,132-23-6451,1/4/2019,13:21,5,110.0925,Cash,Member,Health and beauty,A,20.97
413,696-90-2548,3/10/2019,18:55,3,81.396,Ewallet,Normal,Sports and travel,A,25.84
414,472-15-9636,3/22/2019,19:36,8,427.812,Ewallet,Normal,Home and lifestyle,A,50.93
415,268-03-6164,1/25/2019,16:28,1,100.9155,Ewallet,Normal,Health and beauty,B,96.11
416,750-57-9686,1/8/2019,13:48,4,190.596,Credit card,Normal,Home and lifestyle,C,45.38
417,186-09-3669,1/22/2019,10:57,1,85.5855,Ewallet,Member,Health and beauty,C,81.51
418,848-07-1692,1/12/2019,17:13,2,120.162,Ewallet,Normal,Health and beauty,B,57.22
419,745-71-3520,2/4/2019,10:23,7,185.367,Cash,Member,Electronic accessories,A,25.22
420,266-76-6436,3/28/2019,13:57,3,121.59,Ewallet,Member,Food and beverages,C,38.6
421,740-22-2500,1/23/2019,13:29,3,264.7575,Cash,Normal,Electronic accessories,C,84.05
422,271-88-8734,2/8/2019,13:00,10,1020.705,Credit card,Member,Fashion accessories,C,97.21
423,301-81-8610,3/19/2019,19:42,8,213.528,Credit card,Member,Fashion accessories,B,25.42
424,489-64-4354,3/9/2019,15:36,1,17.094,Cash,Normal,Fashion accessories,C,16.28
425,198-84-7132,1/2/2019,13:40,9,383.7645,Cash,Member,Fashion accessories,B,40.61
426,269-10-8440,1/21/2019,18:01,7,390.7995,Cash,Member,Health and beauty,A,53.17
427,650-98-6268,3/20/2019,13:53,3,65.7405,Credit card,Member,Food and beverages,B,20.87
428,741-73-3559,2/27/2019,17:27,5,353.1675,Cash,Normal,Sports and travel,B,67.27
429,325-77-6186,3/8/2019,10:53,10,951.825,Ewallet,Member,Home and lifestyle,A,90.65
430,286-75-7818,1/31/2019,19:48,2,145.068,Credit card,Normal,Fashion accessories,B,69.08
431,574-57-9721,3/8/2019,16:53,2,90.867,Ewallet,Normal,Food and beverages,C,43.27
432,459-50-7686,1/13/2019,19:14,6,147.798,Ewallet,Normal,Electronic accessories,A,23.46
433,616-87-0016,3/9/2019,14:36,7,702.219,Credit card,Normal,Fashion accessories,B,95.54
434,837-55-7229,2/22/2019,18:19,1,49.812,Credit card,Normal,Fashion accessories,B,47.44
435,751-69-0068,3/19/2019,19:09,9,937.818,Ewallet,Normal,Sports and travel,C,99.24
436,257-73-1380,1/20/2019,16:51,4,348.306,Ewallet,Member,Sports and travel,C,82.93
437,345-08-4992,3/8/2019,15:37,6,214.137,Credit card,Normal,Home and lifestyle,A,33.99
438,549-96-4200,3/8/2019,20:15,4,71.568,Ewallet,Member,Food and beverages,C,17.04
439,810-60-6344,2/7/2019,14:38,8,343.224,Credit card,Normal,Electronic accessories,C,40.86
440,450-28-2866,1/15/2019,19:25,5,91.56,Cash,Member,Food and beverages,C,17.44
441,394-30-3170,3/22/2019,19:35,8,742.812,Credit card,Member,Sports and travel,B,88.43
442,138-17-5109,1/15/2019,15:42,9,843.0345,Credit card,Member,Home and lifestyle,A,89.21
443,192-98-7397,1/8/2019,14:11,1,13.419,Ewallet,Normal,Fashion accessories,C,12.78
444,301-11-9629,1/15/2019,10:43,7,140.385,Cash,Normal,Sports and travel,A,19.1
445,390-80-5128,1/28/2019,17:58,1,20.1075,Credit card,Member,Health and beauty,B,19.15
446,235-46-8343,2/14/2019,11:26,10,290.43,Credit card,Member,Food and beverages,C,27.66
447,453-12-7053,3/10/2019,17:38,3,144.081,Credit card,Normal,Fashion accessories,C,45.74
448,296-11-7041,1/12/2019,20:07,1,28.4235,Credit card,Member,Health and beauty,B,27.07
449,449-27-2918,3/26/2019,11:02,1,41.076,Credit card,Member,Sports and travel,B,39.12
450,891-01-7034,1/1/2019,19:07,6,470.673,Cash,Normal,Electronic accessories,B,74.71
451,744-09-5786,1/2/2019,18:50,6,138.663,Cash,Normal,Electronic accessories,B,22.01
452,727-17-0390,3/16/2019,12:43,5,333.9525,Ewallet,Normal,Food and beverages,A,63.61
453,568-88-3448,3/3/2019,15:09,1,26.25,Ewallet,Normal,Health and beauty,A,25.0
454,187-83-5490,1/31/2019,13:47,4,87.234,Cash,Member,Electronic accessories,A,20.77
455,767-54-1907,2/13/2019,16:59,5,155.19,Cash,Member,Fashion accessories,B,29.56
456,710-46-4433,2/15/2019,14:15,9,731.43,Credit card,Member,Food and beverages,B,77.4
457,533-33-5337,2/7/2019,20:24,10,833.595,Cash,Normal,Electronic accessories,B,79.39
458,325-90-8763,1/27/2019,13:58,10,488.985,Cash,Member,Electronic accessories,C,46.57
459,729-46-7422,2/23/2019,16:52,1,37.6845,Credit card,Normal,Food and beverages,C,35.89
460,639-76-1242,2/3/2019,15:19,5,212.73,Cash,Normal,Food and beverages,C,40.52
461,234-03-4040,3/3/2019,12:25,10,767.025,Credit card,Member,Food and beverages,B,73.05
462,326-71-2155,2/3/2019,10:02,4,310.59,Cash,Normal,Sports and travel,C,73.95
463,320-32-8842,3/17/2019,18:58,1,23.751,Cash,Member,Food and beverages,C,22.62
464,470-32-9057,3/28/2019,15:31,5,269.535,Credit card,Member,Food and beverages,A,51.34
465,878-30-2331,3/2/2019,11:22,10,572.775,Credit card,Member,Sports and travel,C,54.55
466,440-59-5691,2/8/2019,13:12,7,273.0525,Credit card,Member,Health and beauty,C,37.15
467,554-53-3790,3/22/2019,18:33,6,233.226,Cash,Normal,Sports and travel,B,37.02
468,746-19-0921,2/9/2019,10:02,1,22.659,Ewallet,Normal,Food and beverages,C,21.58
469,233-34-0817,2/15/2019,11:21,1,103.782,Cash,Member,Electronic accessories,C,98.84
470,767-05-1286,1/23/2019,12:10,6,527.751,Ewallet,Member,Home and lifestyle,C,83.77
471,340-21-9136,1/25/2019,11:40,4,168.21,Cash,Member,Sports and travel,A,40.05
472,405-31-3305,2/2/2019,18:31,10,452.865,Credit card,Member,Fashion accessories,A,43.13
473,731-59-7531,3/30/2019,17:58,8,609.588,Cash,Member,Health and beauty,B,72.57
474,676-39-6028,3/30/2019,17:04,5,338.31,Cash,Member,Electronic accessories,A,64.44
475,502-05-1910,2/25/2019,20:35,3,205.317,Credit card,Normal,Health and beauty,A,65.18
476,485-30-8700,3/18/2019,16:10,5,174.615,Credit card,Normal,Sports and travel,A,33.26
477,598-47-9715,3/7/2019,16:54,4,353.094,Ewallet,Normal,Electronic accessories,C,84.07
478,701-69-8742,3/16/2019,10:11,10,360.885,Ewallet,Normal,Sports and travel,B,34.37
479,575-67-1508,1/29/2019,11:26,1,40.53,Ewallet,Normal,Electronic accessories,A,38.6
480,541-08-3113,2/2/2019,20:29,8,554.148,Cash,Normal,Food and beverages,C,65.97
481,246-11-3901,2/15/2019,12:12,10,344.4,Cash,Normal,Electronic accessories,C,32.8
482,674-15-9296,1/8/2019,13:05,5,194.985,Ewallet,Normal,Sports and travel,A,37.14
483,305-18-3552,2/12/2019,16:19,10,633.99,Cash,Member,Home and lifestyle,B,60.38
484,493-65-6248,1/1/2019,19:48,10,388.29,Credit card,Member,Sports and travel,C,36.98
485,438-01-4015,3/21/2019,15:25,4,207.858,Ewallet,Member,Sports and travel,B,49.49
486,709-58-4068,2/28/2019,14:42,10,431.445,Cash,Normal,Fashion accessories,B,41.09
487,795-49-7276,3/23/2019,18:59,4,156.03,Ewallet,Normal,Fashion accessories,A,37.15
488,556-72-8512,1/30/2019,20:47,1,24.108,Cash,Normal,Home and lifestyle,C,22.96
489,627-95-3243,2/4/2019,13:21,9,734.076,Ewallet,Member,Home and lifestyle,B,77.68
490,686-41-0932,3/13/2019,19:48,2,72.87,Ewallet,Normal,Fashion accessories,B,34.7
491,510-09-5628,3/15/2019,18:20,10,206.43,Credit card,Member,Fashion accessories,A,19.66
492,608-04-3797,3/5/2019,20:24,8,212.688,Ewallet,Member,Health and beauty,B,25.32
493,148-82-2527,3/5/2019,13:44,10,127.26,Credit card,Member,Home and lifestyle,C,12.12
494,437-53-3084,2/26/2019,11:48,2,209.769,Ewallet,Normal,Fashion accessories,B,99.89
495,632-32-4574,3/20/2019,14:14,8,637.728,Cash,Normal,Sports and travel,B,75.92
496,556-97-7101,1/1/2019,15:51,2,132.762,Cash,Normal,Electronic accessories,C,63.22
497,862-59-8517,1/27/2019,11:17,6,568.512,Cash,Normal,Food and beverages,C,90.24
498,401-18-8016,1/21/2019,17:36,1,103.0365,Cash,Member,Sports and travel,B,98.13
499,420-18-8989,2/2/2019,15:47,8,432.768,Cash,Member,Sports and travel,A,51.52
500,277-63-2961,2/3/2019,15:53,1,77.6685,Credit card,Member,Sports and travel,B,73.97
501,573-98-8548,1/5/2019,12:40,1,33.495,Ewallet,Member,Fashion accessories,C,31.9
502,620-02-2046,1/27/2019,19:48,2,145.74,Ewallet,Normal,Home and lifestyle,C,69.4
503,282-35-2475,3/25/2019,17:53,2,195.951,Cash,Normal,Sports and travel,B,93.31
504,511-54-3087,2/25/2019,16:36,1,92.8725,Credit card,Normal,Sports and travel,B,88.45
505,726-29-6793,1/28/2019,20:54,8,203.112,Ewallet,Member,Electronic accessories,A,24.18
506,387-49-4215,1/8/2019,12:50,3,152.775,Cash,Member,Sports and travel,B,48.5
507,862-17-9201,1/29/2019,10:48,6,529.515,Credit card,Normal,Food and beverages,B,84.05
508,291-21-5991,3/29/2019,14:28,5,321.7725,Cash,Member,Health and beauty,B,61.29
509,602-80-9671,2/9/2019,17:15,6,100.485,Credit card,Member,Home and lifestyle,C,15.95
510,347-72-6115,1/16/2019,18:03,7,666.939,Credit card,Member,Sports and travel,B,90.74
511,209-61-0206,1/5/2019,17:29,5,225.2775,Ewallet,Normal,Home and lifestyle,A,42.91
512,595-27-4851,1/27/2019,18:05,7,398.958,Ewallet,Normal,Fashion accessories,A,54.28
513,189-52-0236,3/14/2019,12:07,7,731.6925,Cash,Normal,Electronic accessories,A,99.55
514,503-07-0930,2/23/2019,19:49,7,429.1665,Credit card,Member,Sports and travel,C,58.39
515,413-20-6708,3/18/2019,15:52,1,54.0435,Ewallet,Member,Fashion accessories,C,51.47
516,425-85-2085,3/29/2019,16:48,5,288.015,Ewallet,Member,Health and beauty,B,54.86
517,521-18-7827,1/22/2019,20:46,5,206.7975,Credit card,Member,Home and lifestyle,C,39.39
518,220-28-1851,3/1/2019,18:14,2,72.933,Ewallet,Normal,Home and lifestyle,A,34.73
519,600-38-9738,1/17/2019,15:05,5,377.58,Credit card,Member,Sports and travel,C,71.92
520,734-91-1155,3/26/2019,10:34,3,143.9865,Credit card,Normal,Electronic accessories,B,45.71
521,451-28-5717,3/20/2019,11:23,6,523.971,Cash,Member,Home and lifestyle,C,83.17
522,609-81-8548,2/6/2019,13:55,6,235.872,Credit card,Member,Home and lifestyle,A,37.44
523,133-14-7229,1/1/2019,11:43,2,132.027,Cash,Normal,Health and beauty,C,62.87
524,534-01-4457,1/27/2019,14:36,6,514.773,Credit card,Normal,Food and beverages,A,81.71
525,719-89-8991,2/25/2019,16:03,5,479.9025,Ewallet,Member,Sports and travel,A,91.41
526,286-62-6248,1/16/2019,20:03,4,164.682,Credit card,Normal,Fashion accessories,B,39.21
527,339-38-9982,1/13/2019,14:55,2,125.706,Ewallet,Member,Fashion accessories,B,59.86
528,827-44-5872,2/7/2019,11:28,10,570.78,Credit card,Member,Food and beverages,B,54.36
529,827-77-7633,2/17/2019,19:41,9,926.9505,Cash,Normal,Sports and travel,A,98.09
530,287-83-1405,2/12/2019,19:01,6,160.209,Ewallet,Normal,Health and beauty,A,25.43
531,435-13-4908,1/24/2019,18:04,8,728.112,Credit card,Member,Fashion accessories,A,86.68
532,857-67-9057,2/6/2019,19:20,10,240.975,Ewallet,Normal,Electronic accessories,B,22.95
533,236-27-1144,3/26/2019,10:31,9,154.1295,Ewallet,Normal,Food and beverages,C,16.31
534,892-05-6689,3/11/2019,13:28,5,148.68,Ewallet,Normal,Home and lifestyle,A,28.32
535,583-41-4548,2/7/2019,11:36,7,122.5245,Ewallet,Normal,Home and lifestyle,C,16.67
536,339-12-4827,1/5/2019,11:32,1,77.658,Credit card,Member,Fashion accessories,B,73.96
537,643-38-7867,3/7/2019,11:44,1,102.837,Ewallet,Normal,Home and lifestyle,A,97.94
538,308-81-0538,2/25/2019,17:16,4,306.81,Credit card,Normal,Fashion accessories,A,73.05
539,358-88-9262,2/1/2019,18:43,6,551.124,Ewallet,Member,Food and beverages,C,87.48
540,460-35-4390,1/22/2019,11:00,3,96.642,Ewallet,Normal,Home and lifestyle,A,30.68
541,343-87-0864,1/3/2019,10:30,1,79.674,Credit card,Member,Health and beauty,C,75.88
542,173-50-1108,2/13/2019,12:14,4,84.756,Credit card,Member,Sports and travel,B,20.18
543,243-47-2663,1/28/2019,16:43,6,118.251,Credit card,Member,Electronic accessories,C,18.77
544,841-18-8232,1/5/2019,20:40,1,74.76,Credit card,Normal,Food and beverages,B,71.2
545,701-23-5550,3/19/2019,13:40,4,163.002,Ewallet,Member,Home and lifestyle,B,38.81
546,647-50-1224,1/12/2019,16:23,10,308.91,Ewallet,Normal,Fashion accessories,A,29.42
547,541-48-8554,1/7/2019,12:08,9,575.9775,Credit card,Normal,Sports and travel,A,60.95
548,539-21-7227,1/26/2019,17:45,5,270.585,Cash,Normal,Sports and travel,B,51.54
549,213-32-1216,1/23/2019,10:28,6,416.178,Cash,Normal,Electronic accessories,A,66.06
550,747-58-7183,2/9/2019,20:31,3,180.4005,Ewallet,Normal,Fashion accessories,B,57.27
551,582-52-8065,2/22/2019,10:49,9,513.2295,Cash,Normal,Fashion accessories,B,54.31
552,210-57-1719,2/5/2019,12:34,9,550.368,Cash,Normal,Health and beauty,B,58.24
553,399-69-4630,3/7/2019,10:23,6,139.923,Credit card,Normal,Electronic accessories,C,22.21
554,134-75-2619,3/25/2019,18:51,7,142.002,Cash,Member,Electronic accessories,A,19.32
555,356-44-8813,1/20/2019,13:45,3,118.062,Credit card,Normal,Home and lifestyle,B,37.48
556,198-66-9832,2/4/2019,19:38,2,151.284,Cash,Member,Fashion accessories,B,72.04
557,283-26-5248,1/30/2019,20:23,10,1034.46,Ewallet,Member,Food and beverages,C,98.52
558,712-39-0363,1/2/2019,15:24,6,262.458,Ewallet,Member,Food and beverages,A,41.66
559,218-59-9410,3/29/2019,16:54,3,228.123,Ewallet,Member,Home and lifestyle,A,72.42
560,174-75-0888,3/14/2019,12:32,9,203.931,Cash,Normal,Electronic accessories,B,21.58
561,866-99-7614,2/11/2019,15:42,10,936.6,Credit card,Normal,Food and beverages,C,89.2
562,134-54-4720,1/30/2019,13:58,8,356.328,Ewallet,Normal,Electronic accessories,B,42.42
563,760-90-2357,3/20/2019,15:08,6,469.413,Ewallet,Member,Electronic accessories,A,74.51
564,514-37-2845,3/20/2019,13:02,2,208.425,Cash,Normal,Fashion accessories,B,99.25
565,698-98-5964,1/17/2019,13:01,10,852.705,Credit card,Normal,Food and beverages,A,81.21
566,718-57-9773,2/3/2019,16:40,10,517.965,Credit card,Normal,Sports and travel,C,49.33
567,651-88-7328,1/1/2019,13:55,9,621.243,Cash,Normal,Fashion accessories,A,65.74
568,241-11-2261,1/10/2019,10:33,7,586.971,Credit card,Normal,Fashion accessories,B,79.86
569,408-26-9866,3/2/2019,16:42,7,543.753,Ewallet,Normal,Sports and travel,C,73.98
570,834-83-1826,2/25/2019,17:16,5,430.71,Credit card,Member,Home and lifestyle,B,82.04
571,343-61-3544,1/29/2019,11:48,10,280.035,Cash,Member,Sports and travel,B,26.67
572,239-48-4278,3/10/2019,19:35,7,74.4555,Ewallet,Member,Food and beverages,A,10.13
573,355-34-6244,1/13/2019,19:55,2,152.019,Credit card,Normal,Food and beverages,B,72.39
574,550-84-8664,3/22/2019,14:33,5,451.0275,Credit card,Normal,Sports and travel,A,85.91
